"company_id","section","row_key","source_role","source_id","published_at","source_title","source_url"
"MSFT","surprise_metrics","revenue","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","surprise_metrics","revenue","estimate","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","surprise_metrics","gaap_eps","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","surprise_metrics","gaap_eps","estimate","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","surprise_metrics","azure_growth_cc","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","surprise_metrics","azure_growth_cc","estimate","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","peer_multiples","GOOGL","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"MSFT","peer_multiples","AMZN","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"MSFT","peer_multiples","META","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"MSFT","peer_multiples","ORCL","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"MSFT","peer_multiples","CRM","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"MSFT","forecast_history","FY2026-Q1:eps","forecast","MSFT_ZACKS_HISTORY","2026-04-29","Microsoft detailed earnings estimates","https://www.zacks.com/stock/quote/MSFT/detailed-earning-estimates"
"MSFT","forecast_history","FY2026-Q1:eps","actual","MSFT_ZACKS_HISTORY","2026-04-29","Microsoft detailed earnings estimates","https://www.zacks.com/stock/quote/MSFT/detailed-earning-estimates"
"MSFT","forecast_history","FY2026-Q2:eps","forecast","MSFT_ZACKS_HISTORY","2026-04-29","Microsoft detailed earnings estimates","https://www.zacks.com/stock/quote/MSFT/detailed-earning-estimates"
"MSFT","forecast_history","FY2026-Q2:eps","actual","MSFT_ZACKS_HISTORY","2026-04-29","Microsoft detailed earnings estimates","https://www.zacks.com/stock/quote/MSFT/detailed-earning-estimates"
"MSFT","forecast_history","FY2026-Q3:revenue","forecast","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","forecast_history","FY2026-Q3:revenue","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","forecast_history","FY2026-Q3:eps","forecast","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","forecast_history","FY2026-Q3:eps","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","forecast_history","FY2026-Q2:revenue","forecast","MSFT_IR_Q1_EVENT","2025-10-29","Microsoft FY2026 Q1 earnings call","https://www.microsoft.com/en-us/investor/events/fy-2026/earnings-fy-2026-q1"
"MSFT","forecast_history","FY2026-Q2:revenue","actual","MSFT_IR_Q2_EVENT","2026-01-28","Microsoft FY2026 Q2 earnings call","https://www.microsoft.com/en-us/investor/events/fy-2026/earnings-fy-2026-q2"
"MSFT","forecast_history","FY2026-Q3:revenue","forecast","MSFT_IR_Q2_EVENT","2026-01-28","Microsoft FY2026 Q2 earnings call","https://www.microsoft.com/en-us/investor/events/fy-2026/earnings-fy-2026-q2"
"MSFT","forecast_history","FY2026-Q3:revenue","actual","MSFT_IR_Q3_RELEASE","2026-04-29","Microsoft FY2026 Q3 results","https://www.microsoft.com/en-us/investor/earnings/FY-2026-Q3/press-release-webcast"
"MSFT","valuation_reference","target","reference","MSFT_CAPITAL_PRE_20260429","2026-04-29","Microsoft pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/microsoft-stock-forecast-04-05-2026"
"MSFT","model_output","new_target","test_vector","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","surprise_metrics","revenue","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","surprise_metrics","revenue","estimate","AMZN_CAPITAL_PRE_20260429","2026-04-29","Amazon pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/amazon-stock-forecast-04-05-2026"
"AMZN","surprise_metrics","gaap_eps","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","surprise_metrics","gaap_eps","estimate","AMZN_CAPITAL_PRE_20260429","2026-04-29","Amazon pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/amazon-stock-forecast-04-05-2026"
"AMZN","surprise_metrics","aws_revenue","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","surprise_metrics","aws_revenue","estimate","AMZN_CAPITAL_PRE_20260429","2026-04-29","Amazon pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/amazon-stock-forecast-04-05-2026"
"AMZN","surprise_metrics","aws_operating_margin","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","surprise_metrics","aws_operating_margin","estimate","AMZN_CAPITAL_PRE_20260429","2026-04-29","Amazon pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/amazon-stock-forecast-04-05-2026"
"AMZN","peer_multiples","MSFT","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report - common cloud peer table","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","peer_multiples","GOOGL","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report - common cloud peer table","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","peer_multiples","META","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report - common cloud peer table","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","peer_multiples","ORCL","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report - common cloud peer table","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","peer_multiples","CRM","row","MSFT_HENRY_20260422","2026-04-22","Henry Fund Microsoft report - common cloud peer table","https://henryfund.tippie.uiowa.edu/sites/henryfund.tippie.uiowa.edu/files/2026-04/MSFT-S26.pdf"
"AMZN","forecast_history","FY2025-Q4:revenue","forecast","AMZN_IR_Q3_2025","2025-10-30","Amazon Q3 2025 results and Q4 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2025/Amazon-com-Announces-Third-Quarter-Results/"
"AMZN","forecast_history","FY2025-Q4:revenue","actual","AMZN_IR_Q4_2025","2026-02-04","Amazon Q4 2025 results and Q1 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2026/Amazon-com-Announces-Fourth-Quarter-Results/"
"AMZN","forecast_history","FY2025-Q4:operating_income","forecast","AMZN_IR_Q3_2025","2025-10-30","Amazon Q3 2025 results and Q4 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2025/Amazon-com-Announces-Third-Quarter-Results/"
"AMZN","forecast_history","FY2025-Q4:operating_income","actual","AMZN_IR_Q4_2025","2026-02-04","Amazon Q4 2025 results and Q1 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2026/Amazon-com-Announces-Fourth-Quarter-Results/"
"AMZN","forecast_history","FY2026-Q1:revenue","forecast","AMZN_ZACKS_Q1_PRE","2026-04-22","Amazon Q1 2026 earnings preview","https://www.zacks.com/stock/news/2905495/amazon-amzn-earnings-expected-to-grow-what-to-know-ahead-of-next-weeks-release"
"AMZN","forecast_history","FY2026-Q1:revenue","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","forecast_history","FY2026-Q1:adjusted_eps","forecast","AMZN_ZACKS_Q1_PRE","2026-04-22","Amazon Q1 2026 earnings preview","https://www.zacks.com/stock/news/2905495/amazon-amzn-earnings-expected-to-grow-what-to-know-ahead-of-next-weeks-release"
"AMZN","forecast_history","FY2026-Q1:adjusted_eps","actual","AMZN_ZACKS_Q1_POST","2026-04-29","Amazon Q1 2026 adjusted earnings result","https://www.zacks.com/stock/news/2911220/amazon-amzn-q1-earnings-lag-estimates"
"AMZN","forecast_history","FY2026-Q1:revenue","forecast","AMZN_IR_Q4_2025","2026-02-04","Amazon Q4 2025 results and Q1 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2026/Amazon-com-Announces-Fourth-Quarter-Results/"
"AMZN","forecast_history","FY2026-Q1:revenue","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","forecast_history","FY2026-Q1:operating_income","forecast","AMZN_IR_Q4_2025","2026-02-04","Amazon Q4 2025 results and Q1 guidance","https://ir.aboutamazon.com/news-release/news-release-details/2026/Amazon-com-Announces-Fourth-Quarter-Results/"
"AMZN","forecast_history","FY2026-Q1:operating_income","actual","AMZN_IR_Q1_RELEASE","2026-04-29","Amazon Q1 2026 earnings release","https://s2.q4cdn.com/299287126/files/doc_earnings/2026/q1/earnings-result/AMZN-Q1-2026-Earnings-Release.pdf"
"AMZN","valuation_reference","target","reference","AMZN_CAPITAL_PRE_20260429","2026-04-29","Amazon pre-earnings consensus snapshot","https://capital.com/en-int/market-updates/amazon-stock-forecast-04-05-2026"
"AMZN","model_output","new_target","test_vector","AMZN_SP_PRE_20260423","2026-04-23","S&P Global Amazon Q1 2026 earnings preview","https://www.spglobal.com/market-intelligence/en/news-insights/research/2026/04/amazon-earnings-preview-q1-2026"
"PTT","surprise_metrics","net_income","actual","PTT_GLOBLEX_POST_20260514","2026-05-14","Globlex PTT 1Q2026 results","https://www.globlex.co.th/research/research_34817_1_20260514%20PTT_R_EN.pdf"
"PTT","surprise_metrics","net_income","estimate","PTT_KS_PRE_20260511","2026-05-11","Kasikorn Securities PTT 1Q2026 preview","https://www.kasikornsecurities.com/th/research/thai-stocks/company-analysis/research-20260508-623"
"PTT","surprise_metrics","core_profit","actual","PTT_GLOBLEX_POST_20260514","2026-05-14","Globlex PTT 1Q2026 results","https://www.globlex.co.th/research/research_34817_1_20260514%20PTT_R_EN.pdf"
"PTT","surprise_metrics","core_profit","estimate","PTT_KS_PRE_20260511","2026-05-11","Kasikorn Securities PTT 1Q2026 preview","https://www.kasikornsecurities.com/th/research/thai-stocks/company-analysis/research-20260508-623"
"PTT","peer_multiples","PTTEP","row","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","peer_multiples","TOP","row","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","peer_multiples","OR","row","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","peer_multiples","BCP","row","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","peer_multiples","SPRC","row","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","forecast_history","3Q2025:revenue","forecast","PTT_UOB_PRE_20251106","2025-11-06","UOB Kay Hian PTT 3Q2025 preview","https://www.utrade.co.th/content/uploads/research/638980144695177538251106_PTT_TB_Update_T.pdf"
"PTT","forecast_history","3Q2025:revenue","actual","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","forecast_history","3Q2025:net_income","forecast","PTT_UOB_PRE_20251106","2025-11-06","UOB Kay Hian PTT 3Q2025 preview","https://www.utrade.co.th/content/uploads/research/638980144695177538251106_PTT_TB_Update_T.pdf"
"PTT","forecast_history","3Q2025:net_income","actual","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
"PTT","forecast_history","4Q2025:net_income","forecast","PTT_TRUEID_PRE_20260206","2026-02-06","PTT 4Q2025 broker preview summary","https://news.trueid.net/detail/78mXWBjram3z"
"PTT","forecast_history","4Q2025:net_income","actual","PTT_GLOBLEX_POST_20260219","2026-02-19","Globlex PTT 4Q2025 results","https://www.globlex.co.th/research/research_32964_1_20260219%20PTT_R_EN.pdf"
"PTT","forecast_history","4Q2025:core_profit","forecast","PTT_TRUEID_PRE_20260206","2026-02-06","PTT 4Q2025 broker preview summary","https://news.trueid.net/detail/78mXWBjram3z"
"PTT","forecast_history","4Q2025:core_profit","actual","PTT_GLOBLEX_POST_20260219","2026-02-19","Globlex PTT 4Q2025 results","https://www.globlex.co.th/research/research_32964_1_20260219%20PTT_R_EN.pdf"
"PTT","forecast_history","1Q2026:net_income","forecast","PTT_KS_PRE_20260511","2026-05-11","Kasikorn Securities PTT 1Q2026 preview","https://www.kasikornsecurities.com/th/research/thai-stocks/company-analysis/research-20260508-623"
"PTT","forecast_history","1Q2026:net_income","actual","PTT_GLOBLEX_POST_20260514","2026-05-14","Globlex PTT 1Q2026 results","https://www.globlex.co.th/research/research_34817_1_20260514%20PTT_R_EN.pdf"
"PTT","forecast_history","1Q2026:core_profit","forecast","PTT_KS_PRE_20260511","2026-05-11","Kasikorn Securities PTT 1Q2026 preview","https://www.kasikornsecurities.com/th/research/thai-stocks/company-analysis/research-20260508-623"
"PTT","forecast_history","1Q2026:core_profit","actual","PTT_GLOBLEX_POST_20260514","2026-05-14","Globlex PTT 1Q2026 results","https://www.globlex.co.th/research/research_34817_1_20260514%20PTT_R_EN.pdf"
"PTT","valuation_reference","target","reference","PTT_KS_PRE_20260511","2026-05-11","Kasikorn Securities PTT 1Q2026 preview","https://www.kasikornsecurities.com/th/research/thai-stocks/company-analysis/research-20260508-623"
"PTT","model_output","new_target","test_vector","PTT_INVX_PRE_20260507","2026-05-07","InnovestX PTT 1Q2026 preview","https://www.innovestx.co.th/cafeinvest/research/company-analysis/company-update/ptt-update-20260507"
